PCA1,PCA2,Predicted,True
-521.304,-748.10223,down,down
865.2973,-104.71665,down,down
828.3388,564.82043,down,down
2574.0085,-64.09232,down,down
-1060.8352,138.09618,down,down
265.3366,1805.9722,down,down
-238.80304,-1186.2347,down,down
392.1662,779.9917,down,down
2511.569,116.83333,yes,down
650.37177,-914.5501,down,down
1785.2249,630.64825,down,down
904.14545,80.13768,right,down
75.40302,18.067636,down,down
-1193.7566,208.10129,down,down
-1722.2971,969.98016,down,down
1058.6294,82.31696,down,down
424.00067,-273.565,down,down
880.89056,-394.21164,down,down
-980.07745,-1146.5681,down,down
1397.6323,-423.5421,down,down
-855.25665,1461.2771,down,down
1281.6636,-886.82904,down,down
642.195,703.9615,down,down
1242.1765,-6.7227683,down,down
-1.2888727,344.1741,down,down
779.65424,398.22684,down,down
-1490.8035,1507.8678,down,down
2176.6624,597.642,down,down
2787.7053,-1105.9803,down,down
-880.19464,-833.2741,no,down
-1740.2043,54.889896,up,down
3299.9954,-709.3797,down,down
-675.3709,58.14869,down,down
-170.10822,-1265.9076,down,down
2750.128,758.0435,down,down
378.9782,-832.52673,down,down
1802.0886,-708.9376,down,down
1249.8228,-440.2212,down,down
-1182.9158,-26.283316,down,down
-587.9808,-1682.1467,down,down
-1309.7996,1716.6942,down,down
1437.449,972.32996,down,down
-230.0545,-989.6605,down,down
1454.1506,-470.64423,down,down
941.4074,91.53628,down,down
-1255.741,2029.8456,down,down
-32.089653,174.57677,left,down
-679.7845,-67.109276,no,down
-1214.2468,-1272.52,down,down
-1099.0276,186.56569,down,down
557.70917,349.43872,down,down
429.61298,1407.2819,down,down
1563.0396,-1533.3442,down,down
847.9101,-917.93225,down,down
293.9655,-470.8769,down,down
-11.617486,1087.7826,down,down
-635.9925,-950.10315,down,down
672.97626,991.1815,down,down
-679.64874,575.6947,down,down
-824.00665,1701.7153,down,down
1002.341,1245.43,down,down
-144.06085,-2222.5732,down,down
2107.1458,436.41425,down,down
-11.930474,2088.318,down,down
-1340.7517,43.095573,down,down
1169.3923,75.80562,down,down
2712.312,-1479.3179,down,down
205.02802,1742.8448,down,down
-1718.0247,-481.80695,down,down
2069.8574,100.35819,down,down
1398.5742,755.2938,down,down
-1827.5457,-1639.0869,down,down
-547.8841,-1802.3358,down,down
-1382.9314,1932.0393,down,down
-1685.0061,961.1124,down,down
-1467.9666,-1343.4775,down,down
200.16083,1584.6769,down,down
-1188.8044,1165.6805,down,down
1656.6187,-785.98267,down,down
-612.4217,1378.6345,down,down
811.09686,123.4512,down,down
-786.8914,-163.29703,down,down
-705.2874,-303.80142,down,down
509.83832,-1277.7272,down,down
946.2214,-1051.6199,down,down
-128.98615,1585.7513,down,down
186.27606,1465.5469,down,down
-1106.0852,-1865.0796,down,down
-1457.2463,-951.2344,down,down
-83.59356,793.0259,down,down
1239.6108,-980.97534,down,down
-1348.4622,1670.0814,down,down
-1629.0964,2243.1633,down,down
3003.7102,318.32306,down,down
-1581.5935,-1790.1709,down,down
358.029,-75.02627,down,down
-1230.8865,-1458.7244,down,down
-960.59357,-1109.6005,down,down
1199.9443,986.90186,down,down
-733.2078,-2432.1262,down,down
693.22504,965.1076,down,down
-2576.797,987.9696,down,down
1384.0034,-588.468,down,down
3886.025,-669.5366,down,down
1159.0361,-413.54803,down,down
365.75604,69.77618,down,down
1230.185,-877.26624,down,down
965.00775,-1015.7562,no,down
-1209.8806,-912.45184,down,down
772.36444,852.5102,down,down
-1039.4841,1386.7166,down,down
396.10956,-262.92883,down,down
1439.4658,1839.9331,down,down
246.8117,-1314.5366,down,down
137.11005,-1008.61255,down,down
2840.4373,375.85022,down,down
1274.1431,1073.2415,down,down
1304.4441,1081.8757,down,down
-989.4373,-1646.9775,down,down
-1479.8835,-165.58185,down,down
100.282906,-2096.697,down,down
115.46162,1292.3541,down,down
56.834175,1538.194,down,down
-156.11407,-461.34778,down,down
-42.754204,1673.6716,down,down
704.383,-1360.1399,down,down
-1380.9309,-335.16476,down,down
1784.605,-612.9039,down,down
-71.083305,936.97864,down,down
1547.8391,-403.3673,down,down
464.10077,1199.5913,down,down
-864.3206,2045.8748,down,down
2996.995,723.8491,down,down
-1678.4958,-2235.896,down,down
15.9840765,-517.78204,down,down
1649.3103,616.2624,down,down
715.4003,-856.78564,down,down
1577.9456,89.07907,down,down
1717.3154,-595.41077,down,down
144.33026,1010.63934,down,down
-1664.6985,20.767748,down,down
185.32635,-386.7474,down,down
-983.33136,-1732.059,down,down
658.52875,-938.8662,no,down
821.24896,-1290.5255,down,down
-706.8426,1014.3755,down,down
2966.177,461.52322,down,down
1995.3174,975.28156,down,down
-382.76837,-519.0425,down,down
2013.99,515.71594,down,down
-251.80792,1012.77167,down,down
-1022.0594,-252.22949,down,down
132.22821,1746.6545,down,down
1580.2935,-902.9906,down,down
-59.833794,17.387285,down,down
2883.2283,226.47758,down,down
-366.19952,1792.2389,no,down
736.16693,1346.481,down,down
1563.7004,-1100.069,down,down
514.3901,-759.6735,down,down
1026.033,446.06042,down,down
-2278.2268,1562.3248,down,down
221.48602,31.939058,yes,down
467.31512,1704.8512,down,down
615.8974,1583.7921,down,down
796.0627,696.7632,down,down
-247.04279,276.305,down,down
-1870.0706,-1794.7153,down,down
-1050.3826,1247.7413,down,down
-2450.909,-2040.1302,down,down
1327.1575,-1435.9783,down,down
941.2922,718.2632,down,down
240.32684,-806.44824,down,down
3117.3723,-0.28193438,go,down
295.1369,-20.437605,down,down
2088.7136,-1125.514,down,down
-1112.5413,-140.86464,down,down
-106.38653,-1601.2196,down,down
-713.6839,1379.5267,down,down
1915.7427,269.32672,down,down
-1142.4934,639.30774,down,down
-378.90167,-1319.2876,down,down
-486.159,-1846.1893,down,down
-636.8577,794.67053,down,down
-525.9378,354.21014,down,down
138.34784,-1425.9889,down,down
2876.914,220.078,down,down
792.9711,957.9141,down,down
1212.8481,1271.1472,down,down
593.29,-98.57157,down,down
1260.082,186.24329,down,down
2220.4814,986.71576,down,down
-992.9593,-1049.0162,down,down
-365.21075,589.99146,down,down
-372.4085,-191.5643,down,down
-721.6414,-9.192358,down,down
779.5739,1370.0535,down,down
-710.2752,-1290.8464,no,down
134.31757,-951.6218,down,down
392.47577,-156.08344,down,down
940.4333,486.82483,down,down
-61.875298,-875.7375,down,down
213.06952,-1140.3485,down,down
708.25214,-572.4888,down,down
-553.22687,-1758.7985,down,down
-398.60675,-496.1253,down,down
1139.4751,1919.497,down,down
147.76678,1630.6633,down,down
1380.8894,-1728.8307,down,down
-1673.72,2220.1335,down,down
1016.2011,83.70358,down,down
-1437.8953,193.68909,down,down
245.13983,1016.57935,down,down
-217.95978,-275.95398,down,down
183.33075,-1850.5808,down,down
486.03046,-142.59422,down,down
2642.415,72.396996,down,down
1093.6355,1263.7511,down,down
-30.859186,524.60065,down,down
473.94745,-776.7209,down,down
536.6784,116.584045,down,down
234.32538,207.35504,down,down
-1081.1082,1520.7003,down,down
-872.4681,-2027.8524,down,down
548.36395,1605.0366,down,down
1500.6316,717.58777,down,down
942.7089,-572.66815,down,down
1715.1628,-455.31958,down,down
1177.2756,-189.0899,down,down
-306.44025,-1702.4551,down,down
-195.30597,1661.8177,down,down
25.521673,68.98679,down,down
166.70282,-1129.0513,down,down
-146.30939,73.88027,up,down
-2431.16,-1044.2421,down,down
168.14667,-695.9905,down,down
-2017.6985,-466.20325,down,down
-370.74738,-1248.5171,down,down
-820.9339,-1647.0153,down,down
-1050.7195,-204.15244,down,down
-11.555474,-2107.5981,down,down
1483.6663,-225.25214,down,down
-409.61212,-1695.0592,down,down
-1190.6399,-1286.3821,down,down
1157.5032,1240.4005,down,down
-836.88556,-1236.5967,down,down
-56.331352,1219.8802,down,down
862.53827,-776.044,down,down
1066.4875,25.900545,down,down
834.2292,-305.02344,down,down
2243.9688,-82.95199,down,down
945.71234,443.46964,down,down
68.18134,1777.5841,down,down
-1088.0862,-1235.2032,down,down
1329.1421,1202.5995,down,down
-221.7757,-1722.5844,down,down
2553.4888,764.8785,down,down
-954.7557,1437.608,down,down
1156.7749,1035.6475,down,down
12.916205,841.73193,down,down
-426.35333,-662.5299,down,down
-2201.095,-628.92975,down,down
-396.78546,-315.06253,no,down
-561.1414,-1395.8982,down,down
830.7546,49.59184,down,down
-1860.6497,1252.6641,down,down
1165.0002,103.57177,go,down
1940.1306,-265.3555,down,down
626.70526,1270.0568,down,down
-209.96808,2078.6787,down,down
1832.052,325.57376,down,down
-1713.4788,467.35736,down,down
3577.8342,1146.5267,down,down
251.01727,1101.0282,down,down
1966.0332,-505.29877,down,down
419.92108,1245.043,down,down
892.7282,-1198.0613,go,down
2821.5435,94.280945,down,down
1854.0295,-475.5885,down,down
1101.2236,-1638.9954,down,down
828.18304,-1998.5231,down,down
180.85419,2468.169,down,down
673.73676,1402.1719,down,down
1990.7839,119.57461,go,down
-509.951,1094.394,down,down
516.0429,36.76453,stop,down
713.0605,1156.3087,down,down
407.47626,-1582.5732,down,down
36.67988,-654.23224,down,down
-1175.0042,-841.6245,stop,down
759.4924,63.63816,down,down
1070.9475,47.09453,down,down
-248.42511,-781.26385,down,down
436.8117,770.2621,down,down
1801.657,909.4807,down,down
1509.6975,-1261.7021,down,down
85.42841,1939.6909,down,down
-1045.2551,-717.8323,down,down
-1639.7488,-784.5121,down,down
1036.333,1384.8447,down,down
-1041.0095,838.186,down,down
-1510.8611,-239.97086,down,down
-651.8636,-2070.6658,down,down
1026.8118,-960.0333,down,down
841.8127,1290.0549,down,down
91.27119,-237.40234,down,down
-2512.6404,1691.7583,down,down
-623.7083,1432.6566,down,down
-966.5999,1215.346,down,down
21.995794,-428.67047,down,down
471.03046,-119.12148,down,down
1242.9426,-216.60883,left,down
1082.3494,502.87784,down,down
-1466.9021,103.141785,up,down
3198.0593,137.77768,down,down
-232.51349,307.08966,down,down
55.92988,701.6702,down,down
292.4748,73.31644,down,down
234.82587,415.60175,down,down
-242.20197,-1848.1697,down,down
-884.5667,168.34183,down,down
-291.638,1859.6821,down,down
804.57635,-422.98254,down,down
374.4157,1165.9419,down,down
1217.26,-546.12537,down,down
270.91083,-967.14136,down,down
-285.48322,-1101.6915,down,down
401.65985,-409.74805,down,down
-735.47784,-1129.2832,down,down
-2117.215,-1864.1771,down,down
48.271187,1545.4263,down,down
-354.30646,197.93242,down,down
2509.0605,547.9814,down,down
394.34784,125.929245,down,down
1543.4424,-237.24329,down,down
96.39912,-1163.5515,down,down
-61.529106,1252.2661,down,down
-2628.1272,-1195.3478,down,down
514.48236,970.39465,down,down
-983.762,-601.44806,down,down
570.24603,632.4751,down,down
373.15692,1248.0994,down,down
-1315.9861,504.3909,down,down
-1396.7253,350.6116,down,down
617.1977,473.8271,down,down
-376.54816,508.59537,down,down
753.7016,-2003.8512,down,down
-357.0135,308.70728,down,down
389.93817,1321.2095,down,down
-4262.221,-668.9695,down,down
914.4316,-144.04701,down,down
528.64764,-1168.9553,down,down
-1346.8821,832.35565,down,down
248.30145,-1423.49,down,down
1554.987,-1038.4888,down,down
1161.6113,-393.9799,down,down
-184.11261,1599.8052,down,down
-77.58135,1696.3914,down,down
106.498726,519.9223,down,down
-1281.8914,1060.9026,down,down
584.872,1891.2349,down,down
-643.2537,55.01542,stop,down
93.811226,568.6736,down,down
380.4748,1594.8986,down,down
-76.091606,-1219.0093,down,down
-336.99005,-290.21805,down,down
-380.46613,-1346.3407,down,down
-132.54962,1935.437,down,down
-505.8128,699.52466,down,down
872.9057,112.07901,down,down
1669.8936,-775.27124,down,down
-897.63995,304.97464,left,down
233.79657,-880.7268,down,down
992.946,-466.68335,down,down
398.2497,-835.11426,down,down
135.05975,-1147.0593,down,down
164.2995,-785.17456,stop,down
-335.5467,-1966.7767,down,down
2357.7864,-349.61972,down,down
-651.23615,1419.4955,down,down
-981.826,229.7133,down,down
208.78583,-215.22913,down,down
475.69794,-739.5572,down,down
982.23016,1178.8273,down,down
-311.3963,-148.45514,down,down
477.2492,-1077.9276,down,down
414.94452,-107.832924,down,down
-1614.408,1356.7106,down,down
-80.45879,-991.3192,down,down
-13.317681,-1553.2522,down,down
-4216.22,1349.635,down,down
670.46576,-1060.577,down,down
540.99945,1507.215,down,down
257.39325,-610.22626,stop,down
-247.84796,911.3058,down,down
-771.7171,-1913.2706,down,down
355.17108,697.242,down,down
-3349.4163,-70.140175,down,down
1071.5342,-549.9869,down,down
623.707,105.73404,down,down
1619.8176,-1489.2616,down,down
887.6855,649.511,down,down
3976.2422,291.3076,down,down
-1149.9221,643.9731,down,down
-3164.2625,540.91156,down,down
-262.28986,-280.20023,down,down
568.9333,-1374.0237,down,down
600.0883,-1349.5597,down,down
-317.784,-351.79395,down,down
-1207.7869,1200.4387,down,down
534.8344,-1227.156,down,down
657.1342,-1092.821,go,down
452.35565,377.04587,down,down
-118.19561,-66.82819,down,down
911.8886,-307.79584,down,down
1136.8425,-231.47363,down,down
2080.2622,48.638054,down,down
-714.3392,2084.5225,down,down
-3778.0715,590.3657,down,down
2387.7734,664.0872,down,down
1000.60077,-396.2606,down,down
-635.8431,-1015.2197,down,down
682.38007,-605.05927,down,down
35.96113,343.78152,down,down
-455.8299,-415.16266,no,down
750.83514,-437.3836,down,down
31.660833,127.91837,down,down
-1371.4543,-1872.4089,down,down
-635.6043,37.119305,down,down
-1198.6184,-250.54858,down,down
1915.2385,-455.07574,go,down
-1087.0857,-1622.0056,down,down
887.52167,-67.82401,down,down
718.4184,290.3725,down,down
383.97772,94.42301,down,down
218.42401,-117.28033,down,down
-1010.9036,-1383.5885,down,down
-1335.009,1352.1584,down,down
2.5309515,907.2796,down,down
-4303.025,-152.85217,up,down
956.34125,-595.4376,down,down
-2158.7659,-1665.3223,down,down
16.236029,1469.8486,down,down
1723.0295,220.75092,down,down
448.73114,-899.3023,down,down
-365.23566,93.56124,down,down
-3153.634,-825.4142,down,down
-997.8924,21.105104,down,down
290.549,2394.7566,down,down
-190.99982,1377.9878,no,down
-1760.4719,-1856.7935,down,down
574.4936,103.28397,down,down
-376.54816,508.59537,down,down
-442.78986,457.83725,down,down
-664.8055,-1028.1195,down,down
-823.3338,-457.43518,down,down
1961.7019,-924.7385,down,down
-609.8665,-902.60333,down,down
151.16034,-250.73734,down,down
1118.2556,-1110.5176,down,down
348.4167,71.812645,go,down
-737.6551,622.3165,down,down
-1561.572,-976.4735,down,down
572.8254,-1089.8391,down,down
-262.28986,-280.20023,down,down
-433.90704,48.162678,down,down
1365.0017,79.46892,down,down
-1866.4641,732.1296,down,down
498.92914,-263.9602,down,down
-1555.574,-1186.6033,down,down
-366.68292,1669.6814,down,down
-667.5682,695.8017,down,down
2023.0403,78.49343,down,down
-669.971,-1567.4128,down,down
1590.2847,121.00223,down,down
-512.3851,584.93756,down,down
-674.97736,-857.76746,down,down
1052.5408,-1102.8657,down,down
2038.206,63.848953,down,down
156.98846,-1186.4814,down,down
1864.7524,545.1956,down,down
-320.3631,2044.6006,down,down
-2100.2922,1023.4931,down,down
-1209.7185,-942.52185,down,down
-1595.7053,48.466152,up,down
787.5385,-703.8289,down,down
2008.1401,-46.10474,down,down
40.07978,1768.6715,down,down
574.00775,82.68134,down,down
-565.3177,310.40344,down,down
1483.217,-961.70154,yes,down
567.0754,231.12782,down,down
-578.59894,1682.7976,down,down
528.8791,-495.27582,down,down
3324.1162,319.192,down,down
-1345.3201,352.86203,down,down
-12.893853,-1645.0098,down,down
-1141.1399,-1706.0432,down,down
600.0356,1794.33,down,down
-4528.2085,-6.6461844,up,down
435.73993,-1269.2454,down,down
699.34076,-553.9918,down,down
3477.3525,946.20044,down,down
330.66766,2001.6633,down,down
-1162.4861,902.1553,down,down
730.5722,-709.35614,down,down
-1507.0608,1147.0105,down,down
-605.91534,-1146.0759,down,down
1602.544,89.9143,down,down
-1806.2805,-1219.5819,down,down
1293.2656,154.08179,down,down
-534.1336,-285.96854,down,down
467.83954,-1240.9269,down,down
571.6713,-1276.744,down,down
3175.1433,-257.899,down,down
-682.9881,-1297.2274,down,down
1409.6738,64.382484,down,down
-1448.4758,1809.3915,down,down
-1312.0701,1520.455,down,down
637.3305,-1021.3616,down,down
-1389.0725,-977.90674,down,down
-34.11309,819.43585,down,down
2721.8618,-452.88965,go,down
710.5195,-536.00336,down,down
664.76434,-1206.0178,down,down
-21.930964,1554.7241,down,down
684.5981,-1196.1515,down,down
-2236.9246,-725.7882,down,down
-89.82403,410.49585,down,down
-249.61163,-785.2666,down,down
2275.2341,99.72697,down,down
1127.6709,-1443.4275,down,down
-302.21564,1705.4655,down,down
-531.32355,426.75104,down,down
-1069.1873,497.2301,stop,down
1105.3171,-617.8197,down,down
1898.0725,-782.4996,stop,down
1148.1768,30.903559,down,down
-1163.2048,-167.49326,down,down
-357.7469,2007.0875,down,down
-38.835747,1852.0724,down,down
890.7453,-17.27001,right,down
313.675,368.80807,down,down
111.9289,801.21344,down,down
482.87518,480.6582,down,down
158.54364,-646.91064,down,down
3646.871,-1117.6971,down,down
1252.9043,-1202.1772,down,down
423.29315,402.77518,down,down
-2546.014,1116.754,down,down
-506.11847,-532.81805,down,down
-903.2767,1783.7301,down,down
-1034.7932,-1793.6455,down,down
942.82465,101.73648,go,down
584.4572,1642.9385,down,down
-101.01104,1299.9285,down,down
-1061.2253,-558.5799,down,down
1032.0098,1373.1313,down,down
2008.1414,-453.72528,down,down
-970.3162,186.2369,down,down
-915.2332,155.81982,down,down
2263.4854,1453.0029,down,down
929.21405,503.7827,down,down
-2396.0164,74.653175,up,down
-675.4256,-1431.1106,down,down
-309.4749,135.26721,down,down
2503.552,-549.63684,down,down
-252.0711,-1001.2612,down,down
975.0529,1183.7229,down,down
-172.21027,-722.8366,down,down
900.248,-1459.5083,down,down
-1694.8577,1658.0359,down,down
-2721.18,34.732723,up,down
2016.6953,873.4589,down,down
599.831,790.60205,down,down
481.3449,-261.4288,down,down
-897.28937,1076.8518,down,down
917.08636,-8.389669,down,down
57.323433,1775.7625,down,down
1343.9341,55.302765,down,down
2482.2798,145.54263,down,down
-1812.1399,-21.398542,down,down
-943.96173,1538.9612,down,down
1179.3154,635.1249,down,down
-52.567192,67.11308,down,down
435.80096,-509.71893,down,down
738.99506,707.5774,down,down
-250.99396,-611.73535,down,down
171.62811,93.718605,down,down
1336.7148,-239.75577,down,down
-306.3758,-356.1713,down,down
1234.9023,-711.8763,down,down
325.50165,1475.1307,down,down
3392.7107,1842.6453,down,down
-17.775202,-249.04196,down,down
-2329.5745,1348.8224,down,down
863.76434,249.10072,down,down
1547.1616,107.42963,down,down
1614.5957,81.859245,go,down
335.94208,-430.76227,down,down
1169.3057,-395.02292,down,down
589.3842,1159.6587,down,down
-131.9007,1291.412,down,down
626.9821,-667.7169,down,down
-89.094536,418.9179,down,down
-61.6419,1259.1774,down,down
1023.2341,524.49,down,down
2469.407,18.664934,down,down
1017.2968,-970.3811,down,down
149.82733,402.886,down,down
-39.49346,-736.1689,down,down
-67.45782,447.2853,down,down
167.86249,393.75156,down,down
-2078.2341,630.43823,down,down
499.97333,1178.3007,down,down
917.78754,-2012.0636,down,down
779.79584,264.74365,down,down
-1410.0598,-1016.86145,down,down
195.42255,1514.9531,down,down
337.14716,-1352.1255,down,down
-492.5218,227.84155,down,down
2082.6309,40.644012,down,down
-1104.2688,70.750244,down,down
149.55829,2055.4731,down,down
158.10614,-1727.4866,down,down
1240.5718,960.6948,down,down
-1143.636,-1283.3257,down,down
1000.65424,-1341.1202,down,down
52.637886,-834.96857,down,down
1685.419,540.27344,down,down
377.15936,-1357.0653,down,down
1436.5049,1252.6635,down,down
958.3349,56.164062,down,down
128.90985,-20.441374,down,down
-590.31134,-694.02655,down,down
3144.44,-633.1569,stop,down
-335.64532,-357.64752,no,down
-2061.1785,607.61304,down,down
-245.9212,-1034.919,down,down
316.70526,-1275.5734,down,down
-1784.3474,-1423.5546,down,down
-1002.7039,2448.311,down,down
1736.0652,75.9031,down,down
1017.7878,873.8128,down,down
-2232.5354,-1357.5571,down,down
-176.74152,-1288.3278,down,down
1059.5957,-335.5942,down,down
1709.3235,-81.91779,down,down
-1053.5471,-1191.769,down,down
340.5915,-331.8407,down,down
-1519.9114,-1664.2192,down,down
406.15692,19.400522,down,down
-126.68145,566.51263,down,down
954.89545,-1229.7837,down,down
491.03314,773.44275,down,down
924.9196,1745.6069,down,down
440.02655,-1339.017,down,down
165.89471,1094.2306,down,down
1367.8484,1092.777,down,down
950.4528,98.80112,down,down
543.0461,141.59512,down,down
595.7985,-1019.0569,down,down
2180.3328,-839.179,down,down
-24.902643,-1122.3212,down,down
-49.705376,1392.3954,down,down
-105.93975,28.495234,up,down
664.36786,-1394.9304,down,down
598.12933,624.09686,down,down
727.1252,-721.51514,down,down
-133.81866,1643.091,down,down
-277.33136,1908.9736,no,down
-4870.7427,-51.06426,up,down
-1610.529,-2005.4481,down,down
-635.7513,-1867.7562,down,down
504.04413,-1193.5718,down,down
1421.2117,-1009.45593,down,down
620.5666,-277.60297,down,down
1304.5063,-827.75684,down,down
477.01337,-855.62854,down,down
-1454.3997,1402.9574,down,down
135.67206,1872.7424,down,down
-696.5218,-1681.1537,down,down
627.0695,-1257.0215,down,down
-1031.7615,2.4968054,down,down
-2305.5315,1247.0574,down,down
231.31317,-1433.1322,down,down
1353.3242,1066.246,down,down
-354.7674,1910.4171,down,down
-1337.9207,-1798.895,down,down
3227.8557,349.90964,down,down
-1207.0232,-1126.1691,down,down
-2443.0374,69.69774,stop,down
573.6784,-682.964,down,down
482.05536,1125.6998,down,down
325.47382,422.92587,down,down
609.5451,-385.13382,down,down
428.47577,615.53955,down,down
1976.7573,272.62344,down,down
-974.95,41.27963,down,down
891.977,1031.6858,down,down
445.41376,-215.69894,down,down
-297.36456,-1193.2686,down,down
-469.86554,169.20702,down,down
-1410.0798,-2439.6782,down,down
12.213569,-825.00226,down,down
948.1215,56.61375,down,down
1760.4331,66.95233,down,down
1333.9421,-835.8592,down,down
706.12836,-674.0306,down,down
-1872.0627,-1573.8234,down,down
841.3693,1087.9952,down,down
-1888.5408,2079.6572,down,down
-971.6287,-2220.475,down,down
607.11566,-456.4395,down,down
-617.2459,1802.3806,down,down
227.26434,73.981636,go,down
761.4655,41.81655,down,down
-411.45636,2158.8645,down,down
1609.1995,-48.553226,down,down
1424.6392,-1443.6981,down,down
189.37177,-1553.3922,down,down
530.12836,-809.2134,down,down
774.321,59.56938,down,down
1027.9163,-496.20874,down,down
360.33368,-1941.7133,down,down
1303.6846,-1062.2277,down,down
-420.2132,-142.25317,down,down
-368.60822,2124.757,down,down
1966.7786,105.541435,down,down
1186.5781,-515.1691,no,down
-1109.7322,908.0412,down,down
-824.81964,1714.9395,down,down
274.7199,769.4338,down,down
1148.511,-1106.569,down,down
374.2575,1093.3071,down,down
-1246.8167,1552.7025,down,down
-933.38214,-143.25214,right,down
319.88593,-683.3547,down,down
145.80145,906.9357,down,down
-1516.1736,172.08588,down,down
-147.83038,-1474.5646,down,down
851.2629,-1179.0714,down,down
-59.376762,62.719402,down,down
-381.11163,-640.0716,down,down
1008.38446,-110.695274,down,down
-77.54717,-880.62775,down,down
1246.7732,-1.7878014,down,down
-615.41144,-1088.6581,down,down
-455.99933,-1161.4246,down,down
-284.75177,192.3698,down,down
1220.4109,294.4927,down,down
1659.8232,423.16916,down,down
1529.1636,1311.8344,down,down
-650.5374,-571.9542,down,down
-1653.7434,-153.06836,down,down
-1243.3108,1818.4098,down,down
-1737.1228,286.7719,left,down
651.5522,1221.711,down,down
-16.015924,-440.13922,down,down
616.07465,948.8669,no,down
-147.65411,-295.21298,down,down
715.3547,1985.6359,down,down
210.11835,197.15704,down,down
-178.54279,-1321.4396,down,down
47.040718,-718.26746,down,down
-611.20685,-1730.2026,down,down
694.6972,973.8863,down,down
1242.2598,1531.8416,down,down
680.00433,1238.31,down,down
-1721.4397,1515.3469,down,down
-499.37677,-13.151762,down,down
462.3156,1837.3893,down,down
-1343.6467,-1247.3691,down,down
683.44696,102.373405,up,down
-2346.3977,1822.7925,down,down
328.20233,-549.4296,down,down
395.654,627.73975,down,down
-1303.1965,112.861694,down,down
1816.6833,1148.2052,down,down
-84.179985,-989.5917,down,down
1523.4182,-377.93817,go,down
814.36615,-451.26697,down,down
1118.5388,1263.0856,down,down
705.2382,-1470.154,down,down
-374.96368,928.90515,down,down
465.36053,62.69923,right,down
1101.6887,-114.44987,down,down
-250.56085,-1799.8821,down,down
323.1833,-1192.7982,down,down
408.0573,1009.78796,yes,yes
-537.95636,-454.36456,yes,yes
674.30145,-1521.1997,yes,yes
2144.0762,-1280.1127,yes,yes
-1471.9753,1528.95,yes,yes
700.03143,373.813,yes,yes
-631.9798,-565.92535,yes,yes
-1459.8293,-822.1676,left,yes
420.9577,-315.64777,yes,yes
-1449.0662,1530.088,yes,yes
-241.34943,61.35417,yes,yes
180.15839,1197.5168,yes,yes
-338.23322,-1043.1868,yes,yes
-882.2869,1432.241,yes,yes
-2802.4534,-68.681114,left,yes
-981.50323,1119.9373,yes,yes
-935.71954,288.15637,yes,yes
-529.6839,-1075.5681,yes,yes
1278.1582,-620.0403,yes,yes
46.950386,1515.0646,yes,yes
-1486.4592,197.68097,yes,yes
-1474.8914,928.6777,yes,yes
1032.2356,-315.06302,yes,yes
111.91425,-592.0641,no,yes
-260.11554,647.4726,yes,yes
396.66083,90.10286,no,yes
1222.2407,-1246.8778,yes,yes
751.0876,-1039.0409,yes,yes
-974.8177,1433.9628,yes,yes
-1415.8547,-369.08374,yes,yes
310.32733,-553.2156,yes,yes
-198.83429,-849.912,yes,yes
-1246.8811,-1180.4308,yes,yes
-339.93097,962.46014,yes,yes
-623.61945,1576.5795,yes,yes
1812.416,-252.80405,yes,yes
-2618.6165,-172.16995,right,yes
956.5275,45.9395,yes,yes
1103.4038,-381.99002,yes,yes
825.07416,-111.07278,yes,yes
-694.20734,471.4703,yes,yes
468.8542,75.26554,yes,yes
-2684.7444,-203.69318,right,yes
-1426.9324,42.975475,yes,yes
-617.5589,1090.4403,yes,yes
-205.37872,-623.8623,yes,yes
-1335.5706,-733.4226,yes,yes
1072.075,97.48395,yes,yes
989.92206,61.45822,yes,yes
-1879.5281,833.9833,yes,yes
163.83417,-452.4721,yes,yes
-2809.304,-313.58255,yes,yes
-67.36797,-1567.793,yes,yes
-154.2425,1082.073,yes,yes
969.38763,-932.0886,yes,yes
258.55096,704.5313,yes,yes
1003.5827,262.19998,yes,yes
719.00995,-533.2881,yes,yes
217.72723,1835.6077,yes,yes
531.1889,1442.3893,yes,yes
-901.92804,-356.37766,yes,yes
1006.3571,33.052143,yes,yes
-1603.8865,2.789553,yes,yes
-453.57404,66.55276,yes,yes
-155.13947,-1522.5161,yes,yes
-1046.5305,-580.65106,yes,yes
-894.0794,305.3404,yes,yes
-409.19318,-436.22345,yes,yes
1041.513,625.4687,yes,yes
-1109.7415,-826.82465,yes,yes
2104.6042,-1070.4143,yes,yes
94.6999,2087.4216,yes,yes
-389.14825,-1083.2115,yes,yes
1743.3894,-613.2686,yes,yes
-199.19708,1371.9257,yes,yes
-612.26105,-457.9583,yes,yes
-147.12677,475.56613,yes,yes
230.16473,809.4954,yes,yes
-1387.9475,-2120.2134,yes,yes
1348.6553,-912.1033,yes,yes
806.40717,71.97176,yes,yes
-141.62872,-418.25732,yes,yes
-93.756645,930.0871,yes,yes
-591.6204,955.67303,yes,yes
1350.145,748.195,yes,yes
-69.046196,1364.5659,yes,yes
-292.86603,-2122.0159,yes,yes
-248.82599,71.18464,yes,yes
-538.6912,56.376415,yes,yes
-1246.7,243.42238,yes,yes
-282.13263,-1362.4508,yes,yes
29.112005,-66.894844,yes,yes
560.6877,119.62079,yes,yes
-1258.1628,-1091.2786,yes,yes
888.6462,1077.2087,yes,yes
1155.1289,639.9793,yes,yes
